date,country,product_type,revenue
2020-01-11,Germany,Sensoric Cables,3996
2020-01-11,Sweden,Monitoring Cameras,3148
2020-01-11,Spain,Monitoring Cameras,3933
2020-01-11,Germany,Monitoring Cameras,3963
2020-01-11,Germany,Fence,3873
2020-01-11,Zimbabwe,Fence,3934
2020-01-11,Germany,Fence,3533
2020-01-11,Zimbabwe,Fence,3677
2020-01-11,Brazil,Monitoring Cameras,3695
2020-01-12,Zimbabwe,Sensoric Cables,3281
2020-01-12,Spain,Sensoric Cables,3481
2020-01-12,Sweden,Sensoric Cables,3905
2020-01-12,Germany,Monitoring Cameras,3365
2020-01-12,Spain,Fence,3353
2020-01-12,United States of America,Fence,3955
2020-01-12,Spain,Monitoring Cameras,3543
2020-01-12,United States of America,Sensoric Cables,3684
2020-01-12,United States of America,Monitoring Cameras,3879
2020-01-13,Spain,Fence,3462
2020-01-13,Spain,Fence,3051
2020-01-13,Spain,Fence,3295
2020-01-13,Germany,Monitoring Cameras,3642
2020-01-13,Zimbabwe,Monitoring Cameras,3603
2020-01-13,United States of America,Fence,3195
2020-01-13,Spain,Fence,3799
2020-01-14,United States of America,Fence,3219
2020-01-14,Germany,Fence,3507
2020-01-14,Zimbabwe,Sensoric Cables,3270
2020-01-14,Zimbabwe,Sensoric Cables,3647
2020-01-14,United States of America,Monitoring Cameras,3503
2020-01-14,Sweden,Sensoric Cables,3005
2020-01-14,Spain,Sensoric Cables,3187
2020-01-14,Sweden,Monitoring Cameras,3923
2020-01-14,Spain,Monitoring Cameras,3641
2020-01-14,Spain,Sensoric Cables,3789
2020-01-14,Spain,Fence,3214
2020-01-14,United States of America,Monitoring Cameras,3307
2020-01-14,Spain,Fence,3005
2020-01-15,United States of America,Fence,3014
2020-01-15,United States of America,Sensoric Cables,3562
2020-01-16,Zimbabwe,Fence,3553
2020-01-16,United States of America,Monitoring Cameras,3606
2020-01-16,Spain,Fence,3532
2020-01-16,Brazil,Fence,3187
2020-01-16,Germany,Sensoric Cables,3645
2020-01-16,Zimbabwe,Fence,3832
2020-01-16,Germany,Monitoring Cameras,3313
2020-01-17,Brazil,Fence,3307
2020-01-17,Germany,Monitoring Cameras,3092
2020-01-17,Germany,Monitoring Cameras,3876
2020-01-17,Zimbabwe,Sensoric Cables,3751
2020-01-17,Sweden,Sensoric Cables,3943
2020-01-17,Germany,Fence,3046
2020-01-18,Sweden,Monitoring Cameras,3845
2020-01-18,Sweden,Monitoring Cameras,3245
2020-01-18,Zimbabwe,Monitoring Cameras,3915
2020-01-18,Spain,Sensoric Cables,3488
2020-01-18,Germany,Fence,3336
2020-01-18,Brazil,Monitoring Cameras,3826
2020-01-19,Brazil,Sensoric Cables,3109
2020-01-19,Germany,Fence,3720
2020-01-19,Zimbabwe,Fence,3546
2020-01-19,United States of America,Fence,3755
2020-01-19,Germany,Monitoring Cameras,3463
2020-01-19,Sweden,Monitoring Cameras,3311
2020-01-19,Germany,Monitoring Cameras,3400
2020-01-19,Spain,Monitoring Cameras,3991
2020-01-19,United States of America,Fence,3427
2020-01-19,Brazil,Sensoric Cables,3026
2020-01-19,United States of America,Sensoric Cables,3982
2020-01-19,Sweden,Fence,4000
2020-01-20,United States of America,Sensoric Cables,3527
2020-01-20,Zimbabwe,Sensoric Cables,3014
2020-01-20,United States of America,Monitoring Cameras,3967
2020-01-20,United States of America,Sensoric Cables,3091
2020-01-20,United States of America,Sensoric Cables,3351
2020-01-21,Zimbabwe,Fence,3045
2020-01-21,Sweden,Sensoric Cables,3019
2020-01-21,Spain,Fence,3248
2020-01-21,United States of America,Monitoring Cameras,3289
2020-01-21,Spain,Fence,3610
2020-01-21,Zimbabwe,Sensoric Cables,3792
2020-01-21,Germany,Monitoring Cameras,3117
2020-01-21,United States of America,Monitoring Cameras,3102
2020-01-21,Sweden,Sensoric Cables,3867
2020-01-22,Germany,Monitoring Cameras,3006
2020-01-22,United States of America,Sensoric Cables,3195
2020-01-22,Germany,Sensoric Cables,3981
2020-01-22,Brazil,Monitoring Cameras,3320
2020-01-22,United States of America,Fence,3106
2020-01-22,Zimbabwe,Sensoric Cables,3277
2020-01-22,Germany,Fence,3324
2020-01-23,Germany,Monitoring Cameras,3197
2020-01-23,Spain,Sensoric Cables,3576
2020-01-23,United States of America,Monitoring Cameras,3504
2020-01-23,Sweden,Monitoring Cameras,3268
2020-01-24,Brazil,Sensoric Cables,3629
2020-01-24,Zimbabwe,Monitoring Cameras,3455
2020-01-24,Brazil,Sensoric Cables,3256
2020-01-24,Spain,Sensoric Cables,3893
2020-01-25,United States of America,Fence,3938
2020-01-25,Zimbabwe,Sensoric Cables,3805
2020-01-25,Spain,Monitoring Cameras,3286
2020-01-25,Sweden,Sensoric Cables,3454
2020-01-25,United States of America,Monitoring Cameras,3406
2020-01-25,Germany,Fence,3133
2020-01-25,Germany,Fence,3489
2020-01-26,Sweden,Fence,3390
2020-01-26,Germany,Fence,3487
2020-01-26,Sweden,Fence,3046
2020-01-26,Spain,Monitoring Cameras,3094
2020-01-26,United States of America,Sensoric Cables,3584
2020-01-26,United States of America,Sensoric Cables,3806
2020-01-26,Zimbabwe,Fence,3394
2020-01-26,Brazil,Sensoric Cables,3726
2020-01-27,United States of America,Fence,3018
2020-01-27,Germany,Sensoric Cables,3946
2020-01-27,United States of America,Fence,3917
2020-01-27,Zimbabwe,Sensoric Cables,3808
2020-01-27,Spain,Monitoring Cameras,3250
2020-01-27,Brazil,Fence,3826
2020-01-28,Brazil,Monitoring Cameras,3178
2020-01-28,Sweden,Sensoric Cables,3203
2020-01-28,United States of America,Monitoring Cameras,3922
2020-01-28,Sweden,Monitoring Cameras,3927
2020-01-28,Spain,Fence,3379
2020-01-29,Brazil,Sensoric Cables,3024
2020-01-29,United States of America,Sensoric Cables,3347
2020-01-29,Zimbabwe,Sensoric Cables,3029
2020-01-29,Germany,Monitoring Cameras,3532
2020-01-29,Zimbabwe,Fence,3220
2020-01-29,Zimbabwe,Sensoric Cables,3650
2020-01-29,Spain,Fence,3199
2020-01-29,Brazil,Monitoring Cameras,3119
2020-01-29,Brazil,Sensoric Cables,3644
2020-01-29,Zimbabwe,Monitoring Cameras,3005
2020-01-29,United States of America,Sensoric Cables,3427
2020-01-30,Zimbabwe,Sensoric Cables,3421
2020-01-30,Spain,Sensoric Cables,3225
2020-01-30,Spain,Sensoric Cables,3704
2020-01-30,Sweden,Monitoring Cameras,3900
2020-01-30,Zimbabwe,Fence,3969
2020-01-31,Spain,Fence,3301
2020-01-31,Spain,Sensoric Cables,3532
2020-01-31,Brazil,Sensoric Cables,3707
2020-01-31,United States of America,Fence,3925
2020-01-31,Germany,Fence,3202
2020-01-31,Spain,Fence,3690
2020-01-31,Germany,Fence,3006
2020-02-01,Sweden,Sensoric Cables,3736
2020-02-01,Sweden,Sensoric Cables,3653
2020-02-01,Sweden,Sensoric Cables,3889
2020-02-01,Sweden,Sensoric Cables,3092
2020-02-01,Germany,Monitoring Cameras,3437
2020-02-01,Sweden,Sensoric Cables,3204
2020-02-01,Spain,Monitoring Cameras,3315
2020-02-01,Zimbabwe,Fence,3787
2020-02-02,Sweden,Fence,3654
2020-02-02,Zimbabwe,Fence,3908
2020-02-02,Brazil,Fence,3250
2020-02-02,United States of America,Fence,3415
2020-02-02,Brazil,Monitoring Cameras,3990
2020-02-02,United States of America,Fence,3634
2020-02-02,United States of America,Sensoric Cables,3045
2020-02-02,Spain,Monitoring Cameras,3829
2020-02-02,Germany,Fence,3517
2020-02-02,Brazil,Fence,3493
2020-02-03,United States of America,Sensoric Cables,3033
2020-02-03,Brazil,Sensoric Cables,3410
2020-02-03,Germany,Fence,3461
2020-02-03,Spain,Fence,3220
2020-02-03,Spain,Sensoric Cables,3846
2020-02-03,Sweden,Sensoric Cables,3573
2020-02-04,Spain,Fence,3812
2020-02-04,Zimbabwe,Monitoring Cameras,3555
2020-02-04,Sweden,Sensoric Cables,3581
2020-02-04,United States of America,Fence,3051
2020-02-04,Zimbabwe,Sensoric Cables,3550
2020-02-04,Spain,Fence,3499
2020-02-04,Brazil,Fence,3144
2020-02-04,Brazil,Monitoring Cameras,3635
2020-02-05,Sweden,Sensoric Cables,3245
2020-02-05,Sweden,Fence,3262
2020-02-05,United States of America,Fence,3689
2020-02-05,United States of America,Sensoric Cables,3287
2020-02-06,Spain,Sensoric Cables,3469
2020-02-06,Sweden,Fence,3527
2020-02-06,Germany,Monitoring Cameras,3438
2020-02-06,United States of America,Sensoric Cables,3846
2020-02-06,Germany,Monitoring Cameras,3164
2020-02-06,United States of America,Sensoric Cables,3326
2020-02-06,United States of America,Fence,3893
2020-02-06,United States of America,Sensoric Cables,3448
2020-02-06,Germany,Fence,3840
2020-02-06,United States of America,Monitoring Cameras,3664
2020-02-06,Sweden,Fence,3846
2020-02-06,Germany,Fence,3304
2020-02-07,Zimbabwe,Monitoring Cameras,3199
2020-02-07,Sweden,Sensoric Cables,3068
2020-02-07,Germany,Monitoring Cameras,3469
2020-02-07,Zimbabwe,Monitoring Cameras,3936
2020-02-07,Zimbabwe,Monitoring Cameras,3537
2020-02-07,Spain,Fence,3921
2020-02-07,United States of America,Fence,3962
2020-02-07,United States of America,Fence,3500
2020-02-07,Spain,Fence,3877
2020-02-07,Sweden,Fence,3544
2020-02-07,Brazil,Sensoric Cables,3162
2020-02-08,Sweden,Sensoric Cables,3015
2020-02-08,Zimbabwe,Sensoric Cables,3324
2020-02-08,Brazil,Fence,3054
2020-02-08,Spain,Fence,3658
2020-02-08,Germany,Sensoric Cables,3727
2020-02-08,Sweden,Monitoring Cameras,3042
2020-02-08,Sweden,Monitoring Cameras,3412
2020-02-08,Sweden,Fence,3151
2020-02-09,Zimbabwe,Fence,3298
2020-02-09,Brazil,Sensoric Cables,3079
2020-02-09,Brazil,Sensoric Cables,3238
2020-02-09,Brazil,Fence,3416
2020-02-09,United States of America,Fence,3018
2020-02-09,Germany,Sensoric Cables,3701
2020-02-10,Brazil,Sensoric Cables,3207
2020-02-10,Spain,Monitoring Cameras,3231
2020-02-10,Spain,Monitoring Cameras,3376
2020-02-11,Spain,Sensoric Cables,3969
2020-02-11,United States of America,Monitoring Cameras,3602
2020-02-11,United States of America,Monitoring Cameras,3764
2020-02-11,Zimbabwe,Sensoric Cables,3776
2020-02-11,United States of America,Sensoric Cables,3844
2020-02-11,United States of America,Sensoric Cables,3982
2020-02-11,United States of America,Sensoric Cables,3262
2020-02-12,Spain,Monitoring Cameras,3748
2020-02-12,Sweden,Fence,3691
2020-02-12,Spain,Monitoring Cameras,3986
2020-02-12,Germany,Fence,3562
2020-02-13,Brazil,Fence,3624
2020-02-13,Zimbabwe,Fence,3441
2020-02-13,Spain,Monitoring Cameras,3359
2020-02-13,Zimbabwe,Monitoring Cameras,3271
2020-02-14,Zimbabwe,Sensoric Cables,3877
2020-02-14,Germany,Monitoring Cameras,3910
2020-02-14,Germany,Monitoring Cameras,3390
2020-02-14,Brazil,Monitoring Cameras,3364
2020-02-14,Brazil,Sensoric Cables,3191
2020-02-14,United States of America,Monitoring Cameras,3904
2020-02-14,Brazil,Fence,3592
2020-02-15,Zimbabwe,Sensoric Cables,3816
2020-02-15,Zimbabwe,Sensoric Cables,3328
2020-02-15,Brazil,Fence,3622
2020-02-15,Zimbabwe,Fence,3694
2020-02-15,Zimbabwe,Sensoric Cables,3265
2020-02-15,United States of America,Fence,3354
2020-02-15,Germany,Monitoring Cameras,3461
2020-02-15,Zimbabwe,Fence,3305
2020-02-16,Sweden,Fence,3798
2020-02-16,Zimbabwe,Monitoring Cameras,3478
2020-02-16,Sweden,Sensoric Cables,3819
2020-02-16,Zimbabwe,Monitoring Cameras,3706
2020-02-16,Germany,Sensoric Cables,3785
2020-02-16,Zimbabwe,Fence,3233
2020-02-16,Spain,Sensoric Cables,3239
2020-02-16,United States of America,Fence,3531
2020-02-17,Sweden,Fence,3896
2020-02-17,Germany,Fence,3109
2020-02-17,Germany,Monitoring Cameras,3651
2020-02-17,United States of America,Monitoring Cameras,3631
2020-02-17,Zimbabwe,Sensoric Cables,3768
2020-02-18,Zimbabwe,Fence,3575
2020-02-18,Sweden,Monitoring Cameras,3939
2020-02-18,Brazil,Sensoric Cables,3047
2020-02-18,United States of America,Monitoring Cameras,3398
2020-02-19,Spain,Fence,3631
2020-02-19,United States of America,Monitoring Cameras,3004
2020-02-19,Brazil,Sensoric Cables,3665
2020-02-19,Germany,Sensoric Cables,3875
2020-02-19,Zimbabwe,Sensoric Cables,3247
2020-02-19,Spain,Fence,3882
2020-02-19,Brazil,Fence,3093
2020-02-19,Sweden,Monitoring Cameras,3421
2020-02-20,Germany,Monitoring Cameras,3177
2020-02-20,Sweden,Monitoring Cameras,3855
2020-02-20,Brazil,Fence,3535
2020-02-20,Brazil,Fence,3490
2020-02-20,Spain,Monitoring Cameras,3849
2020-02-21,Sweden,Sensoric Cables,3042
2020-02-21,Germany,Sensoric Cables,3084
2020-02-21,Brazil,Fence,3749
2020-02-21,Germany,Fence,3882
2020-02-21,United States of America,Fence,3243
2020-02-21,Zimbabwe,Fence,3077
2020-02-22,Brazil,Monitoring Cameras,3692
2020-02-23,United States of America,Monitoring Cameras,3063
2020-02-23,Sweden,Sensoric Cables,3157
2020-02-23,United States of America,Monitoring Cameras,3697
2020-02-23,Spain,Fence,3914
2020-02-24,United States of America,Sensoric Cables,3346
2020-02-24,Sweden,Sensoric Cables,3776
2020-02-24,Spain,Monitoring Cameras,3559
2020-02-24,Sweden,Fence,3677
2020-02-24,Germany,Sensoric Cables,3638
2020-02-24,Spain,Monitoring Cameras,3087
2020-02-24,Germany,Sensoric Cables,3341
2020-02-25,Zimbabwe,Monitoring Cameras,3386
2020-02-25,Zimbabwe,Monitoring Cameras,3439
2020-02-25,United States of America,Sensoric Cables,3323
2020-02-25,Germany,Fence,3368
2020-02-25,Germany,Monitoring Cameras,3529
2020-02-25,Brazil,Sensoric Cables,3215
2020-02-25,Germany,Monitoring Cameras,3805
2020-02-26,Sweden,Monitoring Cameras,3565
2020-02-26,Zimbabwe,Monitoring Cameras,3920
2020-02-26,Spain,Fence,3624
2020-02-26,Sweden,Fence,3086
2020-02-26,Sweden,Fence,3589
2020-02-27,Spain,Monitoring Cameras,3552
2020-02-27,Sweden,Fence,3085
2020-02-27,Germany,Fence,3192
2020-02-27,Germany,Fence,3230
2020-02-27,United States of America,Monitoring Cameras,3293
2020-02-27,Brazil,Fence,3192
2020-02-27,Zimbabwe,Monitoring Cameras,3167
2020-02-28,Sweden,Monitoring Cameras,3626
2020-02-28,Zimbabwe,Monitoring Cameras,3062
2020-02-28,United States of America,Monitoring Cameras,3789
2020-02-28,Brazil,Monitoring Cameras,3063
2020-02-28,Spain,Fence,3244
2020-02-28,Spain,Monitoring Cameras,3309
2020-02-28,Spain,Monitoring Cameras,3564
2020-02-28,Spain,Sensoric Cables,3314
2020-02-28,Zimbabwe,Sensoric Cables,3493
2020-02-28,Brazil,Monitoring Cameras,3535
2020-02-29,United States of America,Sensoric Cables,3768
2020-02-29,Spain,Sensoric Cables,3786
2020-02-29,Sweden,Fence,3984
2020-02-29,Brazil,Monitoring Cameras,3279
2020-02-29,Spain,Monitoring Cameras,3454
2020-02-29,Germany,Fence,3932
2020-02-29,United States of America,Sensoric Cables,3212
2020-03-01,Germany,Fence,3062
2020-03-01,Sweden,Monitoring Cameras,3234
2020-03-01,Spain,Monitoring Cameras,3709
2020-03-01,Spain,Sensoric Cables,3469
2020-03-01,Germany,Sensoric Cables,3679
2020-03-01,Sweden,Monitoring Cameras,3154
2020-03-01,Germany,Sensoric Cables,3670
2020-03-01,Zimbabwe,Sensoric Cables,3357
2020-03-02,Sweden,Monitoring Cameras,3628
2020-03-02,Zimbabwe,Sensoric Cables,3635
2020-03-02,Spain,Fence,3392
2020-03-02,Brazil,Monitoring Cameras,3209
2020-03-02,Spain,Fence,3706
2020-03-02,Sweden,Monitoring Cameras,3607
2020-03-02,Brazil,Fence,3273
2020-03-03,Sweden,Fence,3952
2020-03-03,Spain,Monitoring Cameras,3126
2020-03-03,Spain,Fence,3690
2020-03-03,Germany,Sensoric Cables,3075
2020-03-03,Zimbabwe,Fence,3506
2020-03-03,United States of America,Sensoric Cables,3499
2020-03-03,Zimbabwe,Monitoring Cameras,3396
2020-03-03,United States of America,Sensoric Cables,3417
2020-03-03,Sweden,Fence,3590
2020-03-03,Brazil,Fence,3010
2020-03-03,Spain,Fence,3084
2020-03-03,United States of America,Sensoric Cables,3846
2020-03-03,Sweden,Monitoring Cameras,3693
2020-03-04,Germany,Sensoric Cables,3809
2020-03-04,United States of America,Sensoric Cables,3377
2020-03-04,Germany,Fence,3902
2020-03-04,United States of America,Fence,3663
2020-03-04,Sweden,Monitoring Cameras,3292
2020-03-05,Germany,Sensoric Cables,3303
2020-03-05,Spain,Monitoring Cameras,3002
2020-03-05,United States of America,Monitoring Cameras,3429
2020-03-05,Spain,Sensoric Cables,3846
2020-03-05,Brazil,Sensoric Cables,3801
2020-03-05,Zimbabwe,Sensoric Cables,3191
2020-03-05,Germany,Sensoric Cables,3323
2020-03-05,Spain,Sensoric Cables,3134
2020-03-05,Germany,Sensoric Cables,3322
2020-03-06,United States of America,Monitoring Cameras,3109
2020-03-06,Sweden,Sensoric Cables,3468
2020-03-06,Spain,Monitoring Cameras,3346
2020-03-06,Sweden,Fence,3815
2020-03-06,Zimbabwe,Fence,3108
2020-03-06,Germany,Fence,3261
2020-03-06,United States of America,Monitoring Cameras,3280
2020-03-06,Sweden,Monitoring Cameras,3784
2020-03-07,Sweden,Monitoring Cameras,3789
2020-03-07,Sweden,Monitoring Cameras,3223
2020-03-07,Zimbabwe,Monitoring Cameras,3091
2020-03-07,Zimbabwe,Fence,3476
2020-03-07,Germany,Fence,3652
2020-03-07,Brazil,Fence,3493
2020-03-07,United States of America,Fence,3891
2020-03-07,Spain,Monitoring Cameras,3016
2020-03-07,Germany,Sensoric Cables,3304
2020-03-07,Sweden,Monitoring Cameras,3402
2020-03-07,Germany,Fence,3779
2020-03-08,Sweden,Sensoric Cables,3722
2020-03-08,Zimbabwe,Monitoring Cameras,3093
2020-03-08,United States of America,Fence,3142
2020-03-08,Zimbabwe,Monitoring Cameras,3152
2020-03-08,Germany,Monitoring Cameras,3674
2020-03-08,Brazil,Monitoring Cameras,3369
2020-03-08,Zimbabwe,Fence,3944
2020-03-08,Zimbabwe,Fence,3075
2020-03-09,Brazil,Fence,3049
2020-03-09,Germany,Fence,3594
2020-03-09,Brazil,Monitoring Cameras,3711
2020-03-09,Sweden,Fence,3292
2020-03-09,Brazil,Monitoring Cameras,3882
2020-03-10,Spain,Monitoring Cameras,3034
2020-03-10,Germany,Fence,3946
2020-03-10,Germany,Fence,3909
2020-03-10,Spain,Monitoring Cameras,3429
2020-03-10,Germany,Monitoring Cameras,3106
2020-03-10,Zimbabwe,Monitoring Cameras,3022
2020-03-10,Zimbabwe,Monitoring Cameras,3823
2020-03-11,Brazil,Fence,3390
2020-03-11,United States of America,Monitoring Cameras,3542
2020-03-11,Spain,Monitoring Cameras,3933
2020-03-11,Sweden,Sensoric Cables,3809
2020-03-11,Zimbabwe,Sensoric Cables,3495
2020-03-11,Sweden,Sensoric Cables,3275
2020-03-11,Spain,Monitoring Cameras,3183
2020-03-12,United States of America,Sensoric Cables,3795
2020-03-12,Germany,Monitoring Cameras,3392
2020-03-12,Brazil,Sensoric Cables,3997
2020-03-13,Sweden,Fence,3874
2020-03-13,Zimbabwe,Fence,3371
2020-03-13,United States of America,Sensoric Cables,3877
2020-03-13,Brazil,Fence,3256
2020-03-13,Spain,Sensoric Cables,3838
2020-03-13,Germany,Fence,3602
2020-03-13,Zimbabwe,Monitoring Cameras,3128
2020-03-13,United States of America,Monitoring Cameras,3588
2020-03-14,Zimbabwe,Sensoric Cables,3696
2020-03-14,Germany,Sensoric Cables,3435
2020-03-14,Zimbabwe,Monitoring Cameras,3371
2020-03-14,Sweden,Monitoring Cameras,3258
2020-03-14,Zimbabwe,Monitoring Cameras,3840
2020-03-14,Zimbabwe,Fence,3371
2020-03-14,Brazil,Fence,3025
2020-03-14,United States of America,Fence,3541
2020-03-14,Brazil,Sensoric Cables,3115
2020-03-15,Brazil,Monitoring Cameras,3124
2020-03-15,Brazil,Sensoric Cables,3914
2020-03-15,Brazil,Monitoring Cameras,3281
2020-03-15,Brazil,Fence,3021
2020-03-15,United States of America,Monitoring Cameras,3693
2020-03-16,Spain,Fence,3489
2020-03-16,United States of America,Monitoring Cameras,3454
2020-03-16,Zimbabwe,Monitoring Cameras,3475
2020-03-16,Sweden,Sensoric Cables,3825
2020-03-16,United States of America,Sensoric Cables,3306
2020-03-16,Spain,Monitoring Cameras,3345
2020-03-16,Zimbabwe,Monitoring Cameras,3822
2020-03-16,Brazil,Monitoring Cameras,3537
2020-03-16,United States of America,Fence,3327
2020-03-16,Germany,Sensoric Cables,3826
2020-03-17,United States of America,Fence,3153
2020-03-17,Spain,Fence,3171
2020-03-17,Zimbabwe,Fence,3124
2020-03-17,United States of America,Monitoring Cameras,3450
2020-03-17,Spain,Sensoric Cables,3122
2020-03-18,United States of America,Monitoring Cameras,3041
2020-03-18,Germany,Fence,3086
2020-03-18,Spain,Fence,3696
2020-03-18,Germany,Monitoring Cameras,3150
2020-03-18,Germany,Monitoring Cameras,3648
2020-03-18,United States of America,Sensoric Cables,3233
2020-03-19,United States of America,Fence,3335
2020-03-19,Germany,Fence,3565
2020-03-19,United States of America,Monitoring Cameras,3680
2020-03-19,Germany,Monitoring Cameras,3233
2020-03-19,Sweden,Sensoric Cables,3735
2020-03-19,United States of America,Fence,3474
2020-03-19,Germany,Fence,3957
2020-03-20,Brazil,Sensoric Cables,3502
2020-03-20,Brazil,Sensoric Cables,3685
2020-03-20,Spain,Sensoric Cables,3641
2020-03-20,United States of America,Monitoring Cameras,3319
2020-03-20,Brazil,Fence,3581
2020-03-20,Sweden,Monitoring Cameras,3005
2020-03-20,Germany,Monitoring Cameras,3749
2020-03-21,United States of America,Sensoric Cables,3599
2020-03-21,United States of America,Monitoring Cameras,3255
2020-03-21,Spain,Monitoring Cameras,3416
2020-03-21,Spain,Monitoring Cameras,3906
2020-03-21,United States of America,Fence,3904
2020-03-21,Spain,Monitoring Cameras,3772
2020-03-21,Brazil,Monitoring Cameras,3709
2020-03-21,Germany,Monitoring Cameras,3397
2020-03-21,Spain,Fence,3562
2020-03-21,United States of America,Sensoric Cables,3707
2020-03-22,Spain,Sensoric Cables,3416
2020-03-22,Germany,Fence,3158
2020-03-22,Spain,Sensoric Cables,3855
2020-03-22,Spain,Monitoring Cameras,3283
2020-03-22,Sweden,Fence,3848
2020-03-22,Sweden,Monitoring Cameras,3695
2020-03-22,Brazil,Sensoric Cables,3034
2020-03-22,Zimbabwe,Fence,3729
2020-03-23,Sweden,Fence,3308
2020-03-23,Spain,Sensoric Cables,3732
2020-03-23,Zimbabwe,Fence,3809
2020-03-23,United States of America,Sensoric Cables,3578
2020-03-24,Spain,Monitoring Cameras,3575
2020-03-24,Brazil,Fence,3352
2020-03-24,Germany,Sensoric Cables,3890
2020-03-24,Brazil,Sensoric Cables,3696
2020-03-24,Sweden,Sensoric Cables,3071
2020-03-24,Spain,Fence,3164
2020-03-24,Brazil,Sensoric Cables,3233
2020-03-24,Zimbabwe,Fence,3836
